MAIN_ID,RA,DEC,PMRA,PMDEC,MAG_V,MAG_U,MAG_USE
M071552,0 24 5.90364,-72 4 38.0712,0.917,-0.939,18.02,18.796,17.92
M071555,0 23 57.59412,-72 4 38.0712,0.952,0.621,17.885,18.686,18.14
M071561,0 23 45.98376,-72 4 38.0676,0.636,0.412,18.813,19.831,19.03
M071569,0 23 52.64232,-72 4 38.0532,-0.832,0.625,18.992,20.255,19.33
M071574,0 24 3.06396,-72 4 38.046,0.477,0.567,17.421,18.244,17.59
M071576,0 24 2.74896,-72 4 38.046,-0.0791,0.332,18.206,18.945,18.34
M071579,0 23 53.70936,-72 4 38.0424,0.775,-1.77,19.833,21.624,20.06
M071587,0 24 5.77116,-72 4 38.0388,0.168,0.0424,17.347,18.221,17.49
M071594,0 24 6.16392,-72 4 38.0316,-0.763,0.501,17.633,18.416,17.77
M071596,0 24 2.67084,-72 4 38.0316,0.0346,-0.655,18.057,18.823,18.23
M071605,0 23 56.06664,-72 4 38.0172,-0.0775,1.03,17.195,18.197,17.46
M071610,0 24 3.26412,-72 4 38.0136,-0.0125,0.256,17.296,18.603,17.52
M071613,0 23 51.18684,-72 4 38.01,-0.405,0.747,17.106,18.402,17.45
M071618,0 24 4.39776,-72 4 38.0028,0.111,-0.551,17.29,18.551,17.53
M071642,0 23 55.33008,-72 4 37.9668,0.534,-0.0141,18.416,19.332,18.68
M071652,0 24 5.09508,-72 4 37.956,0.146,0.605,19.567,21.143,19.74
M071663,0 23 46.26348,-72 4 37.9452,-0.904,-0.0544,19.2,20.426,19.46
M071670,0 24 2.39436,-72 4 37.9344,0.956,-0.51,18.602,19.859,18.96
M071673,0 24 3.11112,-72 4 37.9272,-1.4,0.798,19.479,20.857,18.93
M071684,0 23 46.47732,-72 4 37.9092,-0.88,-0.508,18.735,19.702,18.97
M071688,0 23 46.67784,-72 4 37.9056,0.775,-0.131,18.817,19.814,19.02
M071694,0 24 5.27724,-72 4 37.902,-0.189,0.87,18.595,19.464,18.72
M071699,0 23 58.41312,-72 4 37.8984,-1.01,1.02,18.814,19.905,19.06
M071706,0 24 2.31264,-72 4 37.8912,0.114,0.531,19.256,20.805,19.45
M071708,0 23 44.3796,-72 4 37.884,0.411,-0.511,18.665,19.597,18.86
M071723,0 23 45.30156,-72 4 37.8696,-1.15,0.00487,17.242,18.386,17.52
M071738,0 24 5.14044,-72 4 37.8552,-0.311,-0.472,17.812,18.596,17.98
M071744,0 24 3.97944,-72 4 37.848,-0.271,-0.466,17.526,18.383,17.69
M071747,0 24 4.71816,-72 4 37.8444,-0.0858,-0.227,16.16,17.948,16.41
M071758,0 24 3.10248,-72 4 37.8372,-1.79,0.222,19.149,20.237,19.19
M071770,0 23 56.53896,-72 4 37.8264,-0.0541,0.127,17.153,18.627,17.48
M071775,0 23 51.38484,-72 4 37.8228,-0.359,-0.341,19.442,21.128,19.86
M071776,0 23 53.77596,-72 4 37.8156,-0.804,0.0494,18.608,19.53,18.84
M071777,0 24 4.5234,-72 4 37.812,-0.268,-0.323,18.347,19.127,18.2
M071779,0 24 3.43008,-72 4 37.8084,-0.26,0.0668,18.17,18.936,18.3
M071781,0 24 7.33104,-72 4 37.8084,0.357,-0.397,19.636,21.151,19.81
M071782,0 24 2.77236,-72 4 37.8084,-0.0919,0.0955,19.748,21.118,19.54
M071802,0 23 44.84292,-72 4 37.7796,-0.133,0.117,17.228,18.2,17.48
M071805,0 23 57.9246,-72 4 37.776,0.532,-0.46,17.976,18.732,18.19
M071824,0 23 54.7674,-72 4 37.7544,0.511,-0.177,17.452,18.285,17.72
M071830,0 24 6.09264,-72 4 37.7472,-0.181,0.287,19.264,20.574,19.15
M071835,0 24 2.35044,-72 4 37.7436,0.0712,-0.689,18.372,19.565,18.6
M071836,0 24 6.46704,-72 4 37.7436,-0.0989,-0.88,18.726,19.546,18.5
M071842,0 24 5.70492,-72 4 37.7328,-0.0341,-0.495,17.18,18.115,17.28
M071843,0 24 5.73228,-72 4 37.7328,1.13,-0.576,19.277,20.239,18.25
M071844,0 23 51.72072,-72 4 37.7292,-0.261,0.075,17.434,18.198,17.61
M071846,0 24 3.53484,-72 4 37.7292,-0.231,-1.04,18.774,19.774,18.96
M071861,0 23 53.54844,-72 4 37.7184,-0.106,1.15,17.173,18.396,17.48
M071864,0 24 7.49448,-72 4 37.7112,1.29,-0.724,17.601,18.433,17.72
M071868,0 24 4.98456,-72 4 37.7076,-0.136,1.04,16.534,18.241,16.82
M071882,0 23 52.07352,-72 4 37.6968,0.15,0.623,17.76,18.501,18.01
M071895,0 24 5.92056,-72 4 37.6788,-0.082,-0.132,18.745,19.74,18.92
M071906,0 23 55.05972,-72 4 37.6716,-1.09,-0.0297,19.735,21.39,20.0
M071911,0 24 4.39884,-72 4 37.6644,-0.753,0.014,18.443,19.239,18.62
M071913,0 24 2.6334,-72 4 37.6644,-0.381,-0.663,19.025,20.161,19.27
M071915,0 24 5.79132,-72 4 37.6536,-1.11,0.128,19.189,20.405,19.29
M071921,0 24 4.63176,-72 4 37.6428,-1.31,0.0353,19.328,20.407,19.43
M071944,0 24 3.663,-72 4 37.6248,0.161,0.739,18.616,19.59,18.78
M071955,0 24 3.47112,-72 4 37.614,0.613,2.4,16.99,18.343,17.17
M071956,0 23 56.01444,-72 4 37.6104,0.193,-0.0867,19.208,20.547,19.5
M071959,0 24 6.73128,-72 4 37.6104,0.534,-0.846,18.992,20.033,19.02
M071965,0 24 6.26076,-72 4 37.6068,-0.0304,0.937,18.12,18.915,18.07
M071968,0 24 5.0508,-72 4 37.6032,-0.624,-0.312,18.018,18.791,18.15
M071972,0 24 2.87496,-72 4 37.596,0.234,-0.55,17.811,18.57,16.34
M071974,0 23 55.20336,-72 4 37.5924,-0.000584,-0.706,18.831,19.882,19.07
M071982,0 23 57.33996,-72 4 37.5852,-0.206,-1.13,18.73,19.701,18.97
M071983,0 24 6.61644,-72 4 37.5816,1.28,0.166,17.444,18.752,17.22
M072001,0 23 54.13776,-72 4 37.56,-0.533,-0.635,18.48,19.388,18.72
M072007,0 24 4.67136,-72 4 37.5528,-0.85,-0.644,18.107,19.086,17.97
M072011,0 24 3.16116,-72 4 37.5492,-0.557,0.237,17.199,18.603,17.45
M072027,0 23 55.39776,-72 4 37.5312,-1.05,-0.403,19.466,21.005,19.71
M072035,0 23 47.85864,-72 4 37.5204,-0.163,-0.0808,18.102,18.878,18.33
M072039,0 24 6.8436,-72 4 37.5204,0.232,-0.313,19.677,21.289,19.95
M072042,0 23 55.76676,-72 4 37.5168,-0.00911,-0.0448,16.969,18.542,17.32
M072044,0 24 5.4018,-72 4 37.5132,0.86,0.584,17.764,18.53,17.89
M072046,0 24 4.84848,-72 4 37.5132,0.451,0.773,18.767,19.751,18.91
M072053,0 23 48.90264,-72 4 37.506,0.65,0.496,18.698,19.666,18.94
M072054,0 24 4.21128,-72 4 37.5024,-0.206,0.614,18.397,19.355,18.57
M072066,0 24 6.38892,-72 4 37.4952,0.16,0.144,18.359,19.632,18.52
M072070,0 23 56.72076,-72 4 37.4916,-0.443,0.668,18.143,18.855,18.3
M072082,0 23 56.4306,-72 4 37.4808,-0.43,0.578,18.469,19.422,18.71
M072097,0 24 4.77252,-72 4 37.452,-0.661,-0.818,19.115,20.197,19.25
M072107,0 24 6.65496,-72 4 37.4376,0.0747,-1.62,18.237,19.139,18.35
M072127,0 24 6.41232,-72 4 37.416,-0.0945,-0.284,19.921,21.283,18.88
M072130,0 24 5.45508,-72 4 37.4088,0.0505,0.101,18.659,19.659,18.86
M072132,0 24 7.28028,-72 4 37.4088,0.469,-0.051,18.131,18.932,18.27
M072134,0 23 52.01412,-72 4 37.4088,0.0531,0.458,18.294,19.113,18.46
M072139,0 23 58.24968,-72 4 37.4016,0.242,1.27,19.339,20.752,19.61
M072145,0 24 3.02724,-72 4 37.3908,0.165,0.0127,18.71,19.601,18.94
M072151,0 24 5.7294,-72 4 37.3872,-0.383,-0.244,17.626,18.403,17.52
M072157,0 23 46.2192,-72 4 37.38,0.0039,-0.141,19.76,21.466,20.12
M072166,0 24 5.29596,-72 4 37.3656,-0.431,-0.24,18.731,19.675,18.82
M072181,0 23 54.02724,-72 4 37.3476,-1.05,0.484,17.194,18.28,17.47
M072186,0 24 5.71104,-72 4 37.3404,-0.121,-0.126,18.347,19.08,17.47
M072188,0 23 50.37468,-72 4 37.3368,-0.16,0.604,17.355,18.262,17.6
M072200,0 24 3.76596,-72 4 37.3224,0.409,0.553,19.35,20.625,19.51
M072204,0 23 55.25808,-72 4 37.3152,0.301,1.35,18.938,20.423,19.27
M072219,0 24 6.47928,-72 4 37.308,-0.927,1.37,19.492,20.573,18.29
M072221,0 24 3.4992,-72 4 37.308,-1.07,-0.218,18.122,18.907,18.29
M072222,0 24 5.94612,-72 4 37.3044,-0.758,0.97,18.202,18.921,18.2
M072229,0 23 55.44816,-72 4 37.2972,-1.16,0.294,19.202,20.497,19.33
M072240,0 24 6.27624,-72 4 37.2864,-0.354,-0.426,19.694,21.241,19.77
M072244,0 24 3.91284,-72 4 37.2792,1.32,-0.639,19.069,20.231,19.25
M072254,0 23 55.6476,-72 4 37.2756,0.507,0.44,17.287,18.211,17.53
M072259,0 23 55.53312,-72 4 37.272,-0.259,0.576,16.957,18.493,17.29
M072268,0 24 3.83976,-72 4 37.2612,0.0842,0.0621,19.58,21.03,19.54
M072272,0 24 4.77864,-72 4 37.2576,-0.256,0.608,18.608,19.535,18.76
M072277,0 23 50.0532,-72 4 37.254,0.802,-0.0365,18.252,19.057,18.42
M072279,0 24 2.7828,-72 4 37.2504,-0.0463,-1.01,16.802,18.38,16.89
M072280,0 23 52.20348,-72 4 37.2504,0.313,-0.815,19.092,20.346,19.38
M072281,0 24 3.3138,-72 4 37.2504,1.13,0.454,18.049,18.848,18.19
M072296,0 23 55.14432,-72 4 37.236,0.125,0.38,19.141,20.37,19.4
M072301,0 23 58.01064,-72 4 37.2288,0.196,-0.00562,17.509,18.337,17.74
M072313,0 24 6.093,-72 4 37.2216,0.687,-0.834,18.8,19.81,18.92
M072315,0 24 4.3902,-72 4 37.218,0.752,-0.261,19.431,20.823,19.62
M072320,0 24 7.14384,-72 4 37.2108,0.185,-0.0861,18.043,18.954,18.15
M072342,0 23 49.54056,-72 4 37.1856,0.279,0.282,18.892,19.956,19.11
M072355,0 24 4.13496,-72 4 37.1676,-1.09,-0.187,18.273,19.066,18.42
M072360,0 23 46.75164,-72 4 37.164,-0.19,0.283,18.411,19.304,18.64
M072362,0 23 56.54724,-72 4 37.1604,-1.08,0.332,19.072,20.128,19.31
M072370,0 24 7.40952,-72 4 37.1532,-0.453,0.54,17.252,18.286,17.36
M072380,0 23 57.31512,-72 4 37.1424,-0.638,-0.116,18.705,19.63,18.92
M072381,0 23 47.3244,-72 4 37.1424,-0.771,1.05,19.739,21.357,19.99
M072387,0 24 4.43808,-72 4 37.1316,0.193,-0.00765,19.033,20.635,19.25
M072388,0 24 6.70428,-72 4 37.1316,-0.689,0.679,17.846,18.614,17.66
M072397,0 24 6.88212,-72 4 37.1208,-0.00353,-1.08,17.491,18.29,17.63
M072402,0 24 3.58884,-72 4 37.11,0.382,0.737,19.09,20.235,19.28
M072410,0 23 45.21984,-72 4 37.0992,-0.878,0.187,18.344,19.061,18.48
M072428,0 23 45.30048,-72 4 37.0848,-0.238,0.993,16.765,18.284,17.11
M072431,0 24 3.06504,-72 4 37.074,-1.32,0.332,19.487,20.805,19.63
M072437,0 23 50.45676,-72 4 37.0704,-0.933,1.47,17.72,18.517,17.92
M072438,0 24 5.68044,-72 4 37.0704,-0.547,-0.494,17.458,18.32,17.56
M072440,0 24 3.35376,-72 4 37.0668,-0.109,0.0718,18.915,20.039,19.11
M072448,0 24 3.21516,-72 4 37.056,0.324,-0.499,18.408,19.253,18.56
M072459,0 23 45.83292,-72 4 37.0416,0.354,-0.517,19.254,20.537,19.48
M072468,0 23 51.20232,-72 4 37.0308,0.0501,-0.295,18.084,18.855,18.27
M072490,0 24 6.32448,-72 4 37.0164,0.42,0.057,18.547,19.894,18.75
M072497,0 24 5.22,-72 4 37.0056,-0.743,-0.126,14.766,16.982,15.35
M072505,0 24 3.80592,-72 4 36.9984,-0.207,-0.776,19.207,20.442,19.39
M072515,0 24 3.9744,-72 4 36.9876,-0.0719,0.72,19.334,20.568,19.52
M072526,0 23 48.43284,-72 4 36.9804,-0.0076,-0.0673,19.125,20.502,19.43
M072542,0 24 5.52384,-72 4 36.9588,-1.05,0.0493,19.507,20.692,18.76
M072554,0 24 6.04692,-72 4 36.9444,-0.514,-0.0403,18.493,19.398,18.65
M072561,0 24 7.01136,-72 4 36.9372,1.05,0.123,19.879,21.637,19.91
M072570,0 24 6.23484,-72 4 36.9228,-0.462,0.776,15.599,16.2,15.82
M072578,0 24 5.96592,-72 4 36.9156,0.554,-0.0101,19.017,20.057,19.19
M072580,0 24 3.01752,-72 4 36.912,0.302,0.607,17.798,18.54,17.95
M072589,0 24 4.61556,-72 4 36.9084,0.022,0.0274,17.581,18.358,17.1
M072601,0 24 5.55264,-72 4 36.8976,0.201,0.127,17.62,18.382,17.75
M072602,0 23 51.4464,-72 4 36.8976,0.813,0.793,18.009,18.931,18.3
M072608,0 23 55.89024,-72 4 36.8868,0.657,-0.059,18.187,18.963,18.4
M072615,0 23 54.34944,-72 4 36.8796,-0.494,0.932,19.26,20.332,19.43
M072620,0 24 7.34976,-72 4 36.8724,0.226,0.121,17.589,18.397,17.73
M072621,0 24 3.47616,-72 4 36.8724,-0.654,0.185,18.586,19.525,18.77
M072627,0 23 54.01752,-72 4 36.8652,-0.528,-1.14,19.176,20.389,19.38
M072637,0 23 58.3998,-72 4 36.8544,0.845,-0.0493,18.443,19.376,18.72
M072642,0 24 7.20396,-72 4 36.8508,-0.4,-0.304,17.956,18.722,18.05
M072651,0 24 6.4854,-72 4 36.84,-1.24,1.14,16.413,18.112,16.67
M072657,0 23 55.7664,-72 4 36.8328,0.449,0.766,19.07,20.219,19.29
M072660,0 23 54.44376,-72 4 36.8256,0.567,0.18,16.457,18.185,16.83
M072672,0 23 54.54708,-72 4 36.8148,-0.65,0.632,18.119,18.985,18.41
M072676,0 24 7.26516,-72 4 36.8112,-0.117,-0.0426,17.717,18.407,17.67
M072690,0 23 49.63488,-72 4 36.8004,-0.675,-0.591,19.571,20.988,19.7
M072694,0 24 3.25296,-72 4 36.7968,-1.22,-0.293,18.628,19.539,18.73
M072700,0 23 53.4606,-72 4 36.7896,2.15,1.67,19.5,21.488,20.02
M072719,0 24 4.5774,-72 4 36.768,0.611,-0.0184,15.381,17.218,15.81
M072723,0 23 57.59556,-72 4 36.7644,0.2,0.726,18.532,19.472,18.79
M072725,0 24 4.16628,-72 4 36.7644,0.181,0.466,19.823,21.408,19.98
M072740,0 23 48.89976,-72 4 36.75,-0.117,0.356,18.537,19.408,18.75
M072741,0 24 6.02352,-72 4 36.7464,0.289,-0.398,18.833,19.794,18.98
M072742,0 23 57.73848,-72 4 36.7464,0.321,0.659,18.049,18.861,18.27
M072748,0 23 50.18568,-72 4 36.7428,-1.13,-0.463,17.491,18.302,17.69
M072759,0 24 4.52952,-72 4 36.7284,0.358,0.142,17.919,18.689,17.87
M072761,0 23 55.27104,-72 4 36.7248,0.942,-0.698,18.688,19.706,18.96
M072773,0 24 6.90156,-72 4 36.7104,-0.532,1.09,18.569,19.508,18.7
M072779,0 23 53.9448,-72 4 36.7032,-0.542,-1.28,18.385,19.25,18.6
M072780,0 23 47.59728,-72 4 36.7032,-0.09,0.138,18.035,18.818,18.24
M072795,0 24 3.56472,-72 4 36.6852,-0.0959,0.0808,17.886,18.664,18.05
M072805,0 23 51.06732,-72 4 36.6636,0.788,0.298,18.099,18.851,18.29
M072810,0 23 55.55328,-72 4 36.66,0.387,-0.117,19.504,21.096,19.76
M072825,0 23 58.10748,-72 4 36.6384,-0.549,-1.23,18.512,19.321,18.64
M072828,0 24 3.48444,-72 4 36.6312,-0.789,-0.738,19.547,21.021,19.83
M072829,0 24 4.6512,-72 4 36.6312,-1.66,0.451,18.58,19.772,18.84
M072836,0 24 5.22252,-72 4 36.6204,0.13,0.0581,19.621,21.061,19.52
M072839,0 24 6.23448,-72 4 36.6204,0.634,0.714,18.776,19.786,18.87
M072842,0 23 52.71792,-72 4 36.6168,0.77,0.46,18.435,19.373,18.69
M072851,0 24 6.5394,-72 4 36.6024,0.538,-0.36,17.071,18.553,17.21
M072858,0 23 52.61712,-72 4 36.5916,0.449,0.159,18.73,19.77,18.98
M072860,0 24 7.14852,-72 4 36.5916,-0.341,-0.387,17.562,18.377,17.68
M072871,0 24 6.60564,-72 4 36.5736,-0.56,-0.402,18.82,19.827,18.97
M072873,0 24 3.05496,-72 4 36.5736,-0.656,-0.683,18.792,19.732,18.82
M072885,0 23 45.3804,-72 4 36.5592,-0.127,-0.00993,19.079,20.343,19.39
M072886,0 24 7.10496,-72 4 36.5592,0.287,-0.173,18.821,19.688,18.81
M072890,0 24 3.9942,-72 4 36.5556,0.621,0.477,16.853,18.508,17.13
M072902,0 24 5.01444,-72 4 36.5484,-0.0211,-0.0647,18.3,19.065,18.35
M072904,0 24 3.28788,-72 4 36.5484,-1.34,-0.0766,19.548,20.953,19.85
M072905,0 24 6.3054,-72 4 36.5448,0.938,0.528,19.54,20.977,19.64
M072906,0 24 3.36816,-72 4 36.5448,-0.475,0.636,17.583,18.395,17.75
M072908,0 23 51.21024,-72 4 36.5412,0.524,0.38,18.519,19.379,18.7
M072917,0 23 57.18948,-72 4 36.5304,0.309,-0.877,17.93,18.72,18.12
M072936,0 24 5.47056,-72 4 36.5124,-0.648,-0.124,18.132,18.845,18.0
M072938,0 23 58.35696,-72 4 36.5088,-0.0734,0.376,18.881,20.062,19.17
M072955,0 23 51.61812,-72 4 36.4872,-0.559,1.57,17.449,18.263,17.68
M072963,0 23 58.23348,-72 4 36.4764,1.35,0.0208,19.307,20.645,19.54
M072981,0 23 48.21792,-72 4 36.4512,0.422,-0.342,19.454,20.964,19.81
M072985,0 24 4.53204,-72 4 36.4476,-0.101,0.36,18.298,19.013,18.16
M072997,0 23 55.12344,-72 4 36.4404,0.13,-0.0989,16.955,18.486,17.3
M072999,0 24 4.22964,-72 4 36.4368,0.156,-0.757,18.424,19.232,18.5
M073016,0 24 5.36688,-72 4 36.408,0.624,0.502,18.318,19.16,18.47
M073028,0 23 49.0146,-72 4 36.3972,-0.839,0.981,17.663,18.418,17.9
M073029,0 24 4.48848,-72 4 36.3972,0.0152,0.465,17.937,18.733,18.02
M073030,0 24 6.35112,-72 4 36.3936,0.86,-0.136,17.424,18.331,17.59
M073036,0 23 46.43664,-72 4 36.3864,-0.0941,0.00819,19.313,20.586,19.51
M073042,0 24 3.93408,-72 4 36.3792,-0.219,0.537,19.442,20.795,19.58
M073046,0 24 7.02936,-72 4 36.3756,0.417,-0.339,18.586,19.47,18.67
M073054,0 24 3.55212,-72 4 36.3684,0.613,0.0276,18.858,19.874,19.03
M073055,0 24 5.85432,-72 4 36.3684,0.538,-0.254,18.944,20.196,19.18
M073062,0 24 7.09812,-72 4 36.3576,0.0326,1.25,19.427,20.913,19.62
M073063,0 24 5.91084,-72 4 36.354,-0.0112,1.06,16.783,18.419,17.06
M073069,0 23 54.83508,-72 4 36.3504,0.834,-0.176,19.017,20.171,19.3
M073071,0 24 3.80808,-72 4 36.3504,0.361,-0.556,19.473,21.013,19.75
M073081,0 23 57.8022,-72 4 36.3396,-1.12,-0.111,18.525,19.439,18.75
M073083,0 23 55.50576,-72 4 36.336,0.62,0.58,18.297,19.23,18.55
M073089,0 24 7.36632,-72 4 36.3324,1.43,0.317,18.167,18.936,18.22
M073099,0 23 54.00024,-72 4 36.3216,0.505,-1.04,18.406,19.195,18.64
M073101,0 24 4.57776,-72 4 36.318,-0.345,-1.12,17.765,18.527,17.89
M073104,0 24 6.07068,-72 4 36.318,0.184,0.158,17.474,18.309,17.46
M073129,0 24 4.50864,-72 4 36.2964,-0.519,1.31,19.053,20.009,18.21
M073142,0 23 57.31152,-72 4 36.2748,2.16,0.462,17.621,18.37,17.88
M073146,0 24 3.087,-72 4 36.2712,0.552,-0.765,17.949,18.969,18.04
M073148,0 24 5.41908,-72 4 36.2676,-0.531,0.618,17.286,18.281,17.44
M073152,0 23 51.4626,-72 4 36.264,-0.433,-0.675,18.6,19.575,18.83
M073154,0 24 3.40272,-72 4 36.264,0.748,0.905,19.343,20.552,19.51
M073159,0 24 4.94136,-72 4 36.2568,0.266,-0.479,18.679,19.583,18.83
M073164,0 24 4.8492,-72 4 36.2532,-0.386,-0.046,18.347,19.185,18.48
M073165,0 24 5.70816,-72 4 36.2532,0.598,0.642,17.909,18.68,18.05
M073168,0 23 52.3356,-72 4 36.2496,-0.0987,-0.157,17.817,18.576,18.0
M073187,0 24 7.39044,-72 4 36.228,-0.337,-0.312,18.886,19.921,18.88
M073232,0 23 56.26788,-72 4 36.1704,0.174,-0.63,18.137,18.877,18.29
M073236,0 24 6.50844,-72 4 36.1668,-2.59,-0.801,18.197,18.949,18.01
M073239,0 24 3.96792,-72 4 36.1668,-0.301,-0.273,18.898,19.935,19.02
M073267,0 23 45.852,-72 4 36.138,0.873,-0.33,18.931,19.996,19.15
M073269,0 24 5.00976,-72 4 36.1344,-0.24,0.221,17.515,18.307,17.66
M073277,0 23 53.12004,-72 4 36.1236,-0.961,-0.934,19.301,20.591,19.51
M073300,0 24 6.47352,-72 4 36.0804,-0.372,-0.0829,17.487,18.277,17.5
M073313,0 24 3.29832,-72 4 36.0696,0.314,0.507,17.926,18.842,18.05
M073317,0 23 57.1614,-72 4 36.0624,-0.0658,0.291,17.494,18.353,17.72
M073320,0 23 50.78328,-72 4 36.0588,-0.445,0.123,17.743,18.536,17.97
M073321,0 24 6.0102,-72 4 36.0588,-0.89,0.554,18.004,18.767,18.12
M073332,0 23 49.5024,-72 4 36.048,0.0841,0.157,18.986,20.108,19.2
M073340,0 23 57.9066,-72 4 36.0372,0.0935,-0.637,17.867,18.614,18.07
M073343,0 23 47.36652,-72 4 36.0336,0.00207,0.401,18.82,19.822,19.07
M073347,0 23 51.19656,-72 4 36.0264,0.0784,0.743,18.041,18.843,18.26
M073362,0 23 54.25224,-72 4 36.0012,-0.101,-0.116,19.814,21.605,20.18
M073368,0 23 51.7038,-72 4 35.994,-0.549,-0.247,19.222,20.527,19.46
M073381,0 24 4.44276,-72 4 35.9796,-0.358,1.02,17.618,18.324,17.58
M073382,0 23 56.53248,-72 4 35.9796,0.195,-0.87,19.837,21.291,19.96
M073397,0 23 50.93304,-72 4 35.9688,-0.628,-0.454,18.576,19.536,18.8
M073401,0 23 47.46444,-72 4 35.9652,0.562,-0.0121,17.582,18.299,17.78
M073413,0 23 54.48012,-72 4 35.9508,-0.822,-0.394,18.929,20.112,19.23
M073415,0 23 45.44736,-72 4 35.9472,0.273,0.123,17.251,18.296,17.49
M073418,0 24 7.02792,-72 4 35.9472,-0.333,-0.538,18.016,18.796,18.13
M073422,0 23 46.46076,-72 4 35.9436,1.12,-0.697,18.039,18.763,18.23
M073433,0 24 5.59692,-72 4 35.9328,0.0845,-0.621,19.231,20.377,19.25
M073435,0 24 4.59216,-72 4 35.9328,0.175,-0.568,18.041,18.767,18.15
M073447,0 24 4.17816,-72 4 35.9184,-0.736,-0.479,17.79,18.563,17.87
M073448,0 23 53.21868,-72 4 35.9184,-0.512,0.253,18.494,19.369,18.71
M073450,0 24 5.27148,-72 4 35.9184,-0.684,-0.236,19.04,20.235,19.24
M073463,0 23 55.7502,-72 4 35.9076,-0.623,0.418,18.1,18.895,18.34
M073467,0 24 6.6456,-72 4 35.904,0.407,0.0564,18.107,18.873,18.27
M073492,0 23 55.15044,-72 4 35.8788,-0.342,-0.291,17.818,18.546,17.98
M073502,0 23 55.0536,-72 4 35.8716,-0.0123,-0.474,19.763,21.44,19.93
M073512,0 24 3.94164,-72 4 35.8644,-0.224,0.831,18.298,19.072,18.43
M073556,0 23 50.38692,-72 4 35.814,1.47,-0.599,18.501,19.401,18.69
M073557,0 24 4.7106,-72 4 35.814,0.571,-0.953,19.702,21.236,19.91
M073562,0 24 4.93668,-72 4 35.8068,-0.0412,-0.0631,18.114,18.879,18.24
M073565,0 23 51.86328,-72 4 35.8032,-0.388,0.434,16.909,18.528,17.24
M073569,0 24 6.96096,-72 4 35.796,1.49,0.892,19.287,20.662,19.46
M073599,0 23 56.598,-72 4 35.7672,-0.107,-0.465,19.243,20.531,19.47
M073602,0 24 4.8258,-72 4 35.7636,0.153,-0.827,18.68,19.653,18.83
M073612,0 24 6.59772,-72 4 35.7492,-0.31,0.872,17.484,18.366,17.62
M073618,0 24 5.7006,-72 4 35.7456,1.16,-0.675,17.446,18.252,17.59
M073620,0 24 7.1946,-72 4 35.742,-0.361,0.752,18.776,19.796,18.81
M073621,0 24 4.167,-72 4 35.742,0.667,-0.271,16.996,18.513,17.23
M073629,0 23 45.34512,-72 4 35.7384,0.482,1.3,19.738,21.359,19.99
M073631,0 23 46.095,-72 4 35.7384,0.219,0.019,19.767,21.408,20.06
M073633,0 23 50.6616,-72 4 35.7348,1.5,0.561,18.027,18.812,18.25
M073636,0 24 4.455,-72 4 35.7312,0.358,-1.17,17.827,18.521,17.9
M073645,0 24 4.87764,-72 4 35.7204,0.231,-0.0182,16.718,18.37,17.0
M073654,0 24 4.383,-72 4 35.7024,0.0647,0.0947,17.82,18.522,17.91
M073677,0 23 53.32344,-72 4 35.6772,-0.65,-0.811,17.654,18.394,17.85
M073683,0 24 5.60628,-72 4 35.6664,0.785,0.165,17.853,18.607,17.98
M073687,0 23 46.66452,-72 4 35.6664,-0.662,0.207,19.446,20.76,19.69
M073696,0 23 57.38424,-72 4 35.6592,-0.412,0.00497,18.319,19.182,18.45
M073699,0 24 6.45408,-72 4 35.652,-0.735,0.819,18.51,19.383,18.65
M073701,0 24 3.843,-72 4 35.652,-0.23,-1.11,19.477,20.882,19.73
M073708,0 23 50.1918,-72 4 35.6412,0.393,-0.082,17.292,18.116,17.52
M073734,0 24 5.04108,-72 4 35.6232,0.396,-0.262,19.704,21.309,19.76
M073739,0 23 51.27828,-72 4 35.6196,-0.349,-0.284,18.249,19.225,18.51
M073753,0 24 4.0914,-72 4 35.6052,-0.374,0.177,18.859,19.838,18.96
M073760,0 24 6.7716,-72 4 35.5944,-0.0619,0.138,17.168,17.501,17.1
M073766,0 23 58.15968,-72 4 35.5872,0.95,-0.749,19.487,21.172,19.83
M073771,0 24 4.34952,-72 4 35.5836,-1.38,-1.27,19.03,20.113,19.1
M073772,0 24 4.04928,-72 4 35.5836,-0.636,-0.502,18.382,19.222,18.5
M073775,0 24 6.0552,-72 4 35.5764,-0.734,-0.179,19.665,21.199,19.67
M073779,0 24 3.98952,-72 4 35.5728,0.649,-0.478,18.43,19.25,18.57
M073792,0 23 57.7986,-72 4 35.5476,-1.17,-0.0479,18.75,19.697,18.85
M073798,0 24 6.6078,-72 4 35.5404,-1.22,-0.766,19.272,20.495,19.19
M073831,0 23 55.21272,-72 4 35.5044,0.293,1.03,17.67,18.353,17.83
M073835,0 24 3.89916,-72 4 35.5008,-0.742,-0.0348,19.501,21.16,19.73
M073852,0 23 47.70096,-72 4 35.472,-0.427,-0.856,19.368,20.679,19.56
M073865,0 24 6.92604,-72 4 35.454,-0.437,0.321,18.88,19.85,18.98
M073887,0 24 5.1336,-72 4 35.4216,0.305,-0.142,17.312,18.365,17.48
M073893,0 23 53.7702,-72 4 35.4144,0.988,-0.218,18.567,19.566,18.86
M073895,0 23 57.22692,-72 4 35.4144,0.22,0.417,17.236,18.097,17.53
M073896,0 24 3.70044,-72 4 35.4144,0.0943,0.243,18.978,20.256,19.11
